ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
1423327_at	0.719979	3.78E-01	-0.93106	-6.201233	-0.1039736	Rpl39l
1431046_at	0.7199919	3.78E-01	-0.931013	-6.201276	-0.0994112	Ppfia3
1455050_at	0.7200082	3.78E-01	-0.930947	-6.201337	-0.1463126	Vstm4
1449835_at	0.7200082	3.78E-01	-0.93093	-6.201353	-0.1111639	Pdcd1
1432709_at	0.7200121	3.78E-01	0.930893	-6.201387	0.1009069	4930505O19Rik
1445495_at	0.7200883	3.78E-01	-0.930779	-6.201494	-0.114029	
1436735_at	0.7201509	3.78E-01	-0.930679	-6.201586	-0.1276134	Nsun3
1441472_at	0.7201757	3.78E-01	0.930619	-6.201642	0.1546786	
1442930_at	0.7202272	3.78E-01	-0.930531	-6.201723	-0.0754188	AW061147
1444064_at	0.7202772	3.78E-01	-0.930444	-6.201804	-0.128499	Samhd1
1431169_at	0.7203116	3.79E-01	-0.930356	-6.201886	-0.0953102	Pgap1
1449426_a_at	0.7203116	3.79E-01	0.930342	-6.201899	0.112254	Anxa10
1439703_at	0.7203801	3.79E-01	0.930212	-6.202019	0.0882183	Cd200r1
1439375_x_at	0.7203801	3.79E-01	-0.930203	-6.202028	-0.074139	Aldoa
1425302_at	0.7204106	3.79E-01	-0.930137	-6.202089	-0.1270384	Mfsd6l
1441969_at	0.7204317	3.79E-01	0.930067	-6.202153	0.077816	Trim36
1423202_a_at	0.7204317	3.79E-01	-0.930044	-6.202174	-0.073532	Ncor1
1419738_a_at	0.7204317	3.79E-01	0.930016	-6.202201	0.0742772	Tpm2
1444203_at	0.7204923	3.79E-01	-0.929897	-6.202311	-0.1810273	
1454817_at	0.7204923	3.79E-01	-0.929886	-6.202322	-0.1640047	Utp18
1450623_at	0.7204931	3.79E-01	-0.929822	-6.202381	-0.0744257	Gnb2
1442236_at	0.7204931	3.79E-01	-0.929803	-6.202398	-0.101748	Zfand6
1446567_at	0.7204931	3.79E-01	-0.929787	-6.202413	-0.2798437	
1440873_at	0.7206183	3.79E-01	-0.929619	-6.202569	-0.1013612	Slc2a9
1439875_at	0.7206618	3.79E-01	0.929537	-6.202644	0.0804455	Zfp128
1418792_at	0.7206618	3.79E-01	0.929507	-6.202673	0.0764315	Sh3gl2
1446498_at	0.7206632	3.79E-01	-0.929462	-6.202714	-0.0909638	Il20ra
1443712_x_at	0.7206632	3.79E-01	-0.929424	-6.20275	-0.0967154	Ccdc82
1425932_a_at	0.7206632	3.79E-01	0.929407	-6.202765	0.1303589	Celf1
1454546_at	0.7206798	3.79E-01	0.929357	-6.202812	0.0837814	4933403L11Rik
1437280_s_at	0.7207281	3.79E-01	-0.92927	-6.202892	-0.0808797	Serbp1
1442706_at	0.7207281	3.79E-01	-0.929239	-6.20292	-0.1063809	Nsmf
1439541_at	0.7208136	3.79E-01	-0.929114	-6.203036	-0.092337	Particl
1426293_at	0.7208146	3.79E-01	-0.929081	-6.203067	-0.1117151	Zfp790
1434317_s_at	0.7209341	3.79E-01	0.928919	-6.203217	0.0844374	Tex10
1440028_at	0.720942	3.79E-01	-0.928849	-6.203282	-0.2073029	4631423B10Rik
1420386_at	0.720942	3.79E-01	0.928845	-6.203285	0.0860572	Seh1l
1455966_s_at	0.7209501	3.79E-01	-0.928804	-6.203324	-0.3218695	Nudt21
1457600_x_at	0.7209667	3.79E-01	0.928743	-6.20338	0.0926056	Nkd2
1418878_at	0.7209667	3.79E-01	0.928705	-6.203415	0.0846058	Acrv1
1432929_at	0.7209667	3.79E-01	0.928688	-6.203431	0.1226314	Gsdmcl2
1458613_at	0.7209835	3.79E-01	-0.928637	-6.203478	-0.1291727	Arrdc1
1427176_s_at	0.7209997	3.79E-01	-0.928487	-6.203617	-0.0841597	Syne4
1437701_at	0.7209997	3.79E-01	-0.928474	-6.203629	-0.1196643	Smcr8
1448957_at	0.7209997	3.79E-01	0.928473	-6.20363	0.1040382	Rbpj
1438154_x_at	0.7209997	3.79E-01	-0.928397	-6.2037	-0.0992255	Faap20
1420485_at	0.7209997	3.79E-01	0.928386	-6.203711	0.0834162	Nol7
1456222_at	0.7209997	3.79E-01	0.928367	-6.203728	0.0940778	Btbd1
1425377_at	0.7209997	3.80E-01	0.928347	-6.203746	0.1403334	Wnt1
1425741_at	0.7209997	3.80E-01	-0.928326	-6.203766	-0.1099369	Srgap3
1454770_at	0.7209997	3.80E-01	0.928326	-6.203766	0.1777128	Cckbr
1418096_at	0.7210581	3.80E-01	-0.92823	-6.203855	-0.0935146	Dok3
1444873_at	0.7210841	3.80E-01	-0.928169	-6.203911	-0.0928932	
1423233_at	0.7212434	3.80E-01	-0.927965	-6.2041	-0.2228186	Cebpd
1458141_at	0.7212743	3.80E-01	-0.927899	-6.204161	-0.2051935	
1445918_at	0.7212821	3.80E-01	0.927857	-6.2042	0.1256308	Tmem2
1431870_at	0.7212821	3.80E-01	0.927825	-6.204229	0.0976699	4930463O16Rik
1437817_at	0.7212916	3.80E-01	0.927783	-6.204269	0.1162412	Snap91
1416935_at	0.7212969	3.80E-01	-0.927744	-6.204304	-0.0757299	Trpv2
1443112_at	0.7215852	3.80E-01	-0.927385	-6.204637	-0.0861818	Api5
1431358_at	0.7215852	3.80E-01	0.927368	-6.204652	0.0990636	Parpbp
1450289_at	0.7215852	3.80E-01	0.927332	-6.204686	0.1621451	Foxd2
1453661_at	0.7215852	3.80E-01	-0.927287	-6.204727	-0.1048656	9130403I23Rik
1423412_at	0.7215852	3.80E-01	-0.927245	-6.204766	-0.0893389	Rbm47
1448982_at	0.7215852	3.80E-01	0.927213	-6.204795	0.1077475	Klk6
1440527_at	0.7215852	3.80E-01	-0.927154	-6.20485	-0.1936458	Creb5
1455174_at	0.7215852	3.80E-01	0.927136	-6.204867	0.0830078	Rps19bp1
1426860_at	0.7215852	3.80E-01	0.927122	-6.20488	0.0844973	Ep400
1432452_at	0.7215852	3.80E-01	0.927102	-6.204898	0.1038704	1700054O19Rik
1419018_at	0.7215852	3.80E-01	-0.927074	-6.204924	-0.0912258	Rhox6
1419863_at	0.7215949	3.80E-01	0.927022	-6.204972	0.1058537	
1430319_at	0.7215949	3.80E-01	0.926999	-6.204994	0.1245413	4833411C07Rik
1418196_at	0.7216142	3.80E-01	0.926928	-6.205059	0.0883832	Tep1
1434159_at	0.7216142	3.80E-01	-0.926862	-6.20512	-0.0937472	Stk4
1441977_at	0.7216142	3.80E-01	0.926853	-6.205129	0.2069463	9630023C09Rik
1458350_at	0.7216142	3.80E-01	-0.926847	-6.205134	-0.100603	Opa3
1457918_at	0.7216471	3.80E-01	0.926779	-6.205197	0.1081144	Tnfaip2
1443079_at	0.7216878	3.80E-01	0.926691	-6.205278	0.1189067	
1443804_at	0.7216878	3.80E-01	-0.926643	-6.205322	-0.1224032	Ppp2r2c
1453904_at	0.7216878	3.80E-01	0.926637	-6.205328	0.1233307	Ccdc146
1452033_at	0.7217029	3.80E-01	0.926588	-6.205373	0.1030151	Gle1
1443061_at	0.7217626	3.80E-01	0.926474	-6.205478	0.0945595	
1443497_at	0.7217626	3.80E-01	0.926459	-6.205493	0.080529	
1429089_s_at	0.721814	3.80E-01	-0.926366	-6.205579	-0.0847184	2900026A02Rik
1439357_at	0.721814	3.81E-01	0.926314	-6.205627	0.1278914	Il17re
1438373_at	0.721814	3.81E-01	-0.926305	-6.205634	-0.102236	App
1419959_s_at	0.7218259	3.81E-01	0.926241	-6.205694	0.0828989	Cphx3///Cphx2///Cphx1
1434031_at	0.7218259	3.81E-01	0.926227	-6.205706	0.1083803	Zfp692
1443144_at	0.7218671	3.81E-01	-0.92615	-6.205778	-0.0866401	Prkcb
1458385_at	0.7219348	3.81E-01	-0.926006	-6.205911	-0.1324272	Hspa4l
1445533_at	0.7219348	3.81E-01	-0.925999	-6.205918	-0.0924403	
1435002_at	0.7219348	3.81E-01	0.925968	-6.205946	0.0852381	Zfp507
1419695_at	0.7219348	3.81E-01	-0.925888	-6.20602	-0.0939712	St8sia1
1418807_at	0.7219348	3.81E-01	-0.925859	-6.206047	-0.0991097	3110070M22Rik
1457100_at	0.7219348	3.81E-01	0.925833	-6.206071	0.114271	AW552889
1418239_at	0.7219348	3.81E-01	0.925819	-6.206084	0.1037568	Apof
1427324_at	0.7219348	3.81E-01	-0.925815	-6.206088	-0.1373942	Tmem120b
1437420_at	0.7219348	3.81E-01	-0.925784	-6.206116	-0.1757369	Baz1b
1432095_at	0.7220045	3.81E-01	-0.925676	-6.206216	-0.1189701	4921534H16Rik
1428143_a_at	0.7220713	3.81E-01	-0.925571	-6.206312	-0.1540424	Pnpla2
1436167_at	0.7221178	3.81E-01	-0.925489	-6.206389	-0.1257751	Shf
1453869_at	0.7221191	3.81E-01	-0.925433	-6.20644	-0.1123388	Gm5085
1448554_s_at	0.7221191	3.81E-01	0.925408	-6.206463	0.2558251	Myh7///Myh6
1449427_at	0.7221191	3.81E-01	-0.925389	-6.20648	-0.1106195	Prss37
1453586_at	0.722123	3.81E-01	-0.925332	-6.206533	-0.1334208	Entpd1
1445660_at	0.722123	3.81E-01	0.925269	-6.206591	0.0924331	Tmem209
1437712_x_at	0.722123	3.81E-01	-0.925256	-6.206604	-0.0857201	Exosc4
1432026_a_at	0.722123	3.81E-01	-0.925255	-6.206605	-0.153078	Herc6
1455963_at	0.7221939	3.81E-01	0.925132	-6.206718	0.1243569	Tmem229a
1451115_at	0.7221939	3.81E-01	-0.925113	-6.206735	-0.1177315	Pias3
1420630_at	0.7222167	3.81E-01	-0.925056	-6.206788	-0.0932089	Fam234b
1428736_at	0.7223289	3.81E-01	-0.92488	-6.206951	-0.0889703	Gramd3
1451092_a_at	0.7223289	3.81E-01	0.92487	-6.20696	0.0833864	Rangap1
1423476_at	0.722348	3.81E-01	0.924817	-6.207009	0.1007819	Slc46a2
1420387_at	0.7223717	3.81E-01	0.92473	-6.207089	0.0939667	Mpv17
1426610_a_at	0.7223717	3.81E-01	-0.924726	-6.207093	-0.1128777	Ttf1
1442903_at	0.7223791	3.81E-01	-0.924685	-6.20713	-0.2226928	4732423E21Rik
1434925_at	0.7223963	3.81E-01	0.924634	-6.207177	0.1095474	Plppr5
1431911_at	0.7224351	3.81E-01	0.92456	-6.207246	0.1024562	4931423N10Rik
1447079_at	0.7224795	3.81E-01	0.92447	-6.207329	0.1277463	
1422074_at	0.7224795	3.81E-01	0.924399	-6.207394	0.1016979	Cdx2
1449615_s_at	0.7224795	3.81E-01	-0.924382	-6.20741	-0.0845433	Hdlbp
1455597_at	0.7224795	3.81E-01	-0.924381	-6.20741	-0.1272279	Map3k2
1433022_at	0.7224936	3.81E-01	0.924328	-6.207459	0.1690463	2310068G24Rik
1431507_a_at	0.7224936	3.81E-01	0.924301	-6.207485	0.0861783	Synj2bp
1458025_at	0.7224959	3.82E-01	0.924242	-6.207539	0.1215128	Ttc7
1433483_s_at	0.7224959	3.82E-01	0.924213	-6.207566	0.0783368	C86187
1453246_at	0.7224959	3.82E-01	0.924201	-6.207577	0.1104715	Rab39b
1445808_at	0.7225901	3.82E-01	0.924063	-6.207704	0.0977137	
1458449_at	0.7225901	3.82E-01	-0.924005	-6.207757	-0.1020052	Kdm2a
1447139_at	0.7225901	3.82E-01	-0.924001	-6.207761	-0.0774252	Bcl7c
1452264_at	0.7226009	3.82E-01	-0.923957	-6.207802	-0.0938924	Tns2
1418147_at	0.7227122	3.82E-01	0.923805	-6.207942	0.1071113	Tfap2c
1437355_at	0.7228076	3.82E-01	-0.923663	-6.208073	-0.0865279	Zcchc5
1455318_at	0.7228076	3.82E-01	-0.923636	-6.208098	-0.2989707	Timd4
1439158_at	0.7228076	3.82E-01	-0.92359	-6.20814	-0.1576069	Tlk1
1434779_at	0.7228076	3.82E-01	0.923481	-6.208241	0.0808156	Cbln2
1426684_at	0.7228076	3.82E-01	-0.92347	-6.208251	-0.1936292	Cnot6
1451464_at	0.7228076	3.82E-01	-0.923469	-6.208252	-0.1000739	Mfap3
1450081_x_at	0.7228076	3.82E-01	0.923421	-6.208295	0.0843045	Gpi1
1455935_at	0.7228076	3.82E-01	0.923378	-6.208335	0.0865082	2410131K14Rik
1437850_a_at	0.7228076	3.82E-01	0.923348	-6.208363	0.0853491	Cnbp
1454407_at	0.7228076	3.82E-01	0.923347	-6.208364	0.0858361	4930435N07Rik
1436019_a_at	0.7228076	3.82E-01	-0.923323	-6.208386	-0.0736434	Trappc1
1425379_at	0.7228076	3.82E-01	-0.923311	-6.208397	-0.1126884	Hgf
1454692_x_at	0.7228473	3.82E-01	-0.923148	-6.208547	-0.0854819	Hnrnpk
1444285_at	0.7228473	3.82E-01	-0.923129	-6.208565	-0.0877827	
1454297_at	0.7228473	3.82E-01	-0.923112	-6.20858	-0.1099189	4631402F24Rik
1427250_at	0.7228473	3.82E-01	0.923074	-6.208615	0.2002265	Atp2a2
1442875_at	0.7228473	3.82E-01	-0.92307	-6.208619	-0.1860721	Gm31875
1419688_at	0.7228473	3.82E-01	-0.923062	-6.208626	-0.1000884	Gpc6
1425780_a_at	0.7228473	3.82E-01	-0.923019	-6.208666	-0.0818292	Tmem167
1448441_at	0.7228473	3.82E-01	-0.922995	-6.208688	-0.0827299	Cks1b
1450786_x_at	0.7228473	3.82E-01	-0.922944	-6.208735	-0.1414348	Pdlim5
1418542_s_at	0.7228473	3.82E-01	0.922916	-6.208761	0.0934765	Cenpo
1448782_at	0.7228473	3.82E-01	-0.922909	-6.208767	-0.1294787	Txndc11
1436972_at	0.7228831	3.82E-01	0.922838	-6.208833	0.1330949	Gpr61
1460491_at	0.7228868	3.82E-01	0.922802	-6.208866	0.0882088	Invs
1450401_at	0.7229174	3.82E-01	-0.922736	-6.208927	-0.1027784	Tgs1
1418363_at	0.7229621	3.82E-01	0.922611	-6.209042	0.1018114	Lalba
1421857_at	0.7229621	3.82E-01	0.922573	-6.209077	0.1284155	Adam17
1433027_at	0.7229621	3.82E-01	0.922569	-6.209081	0.1898918	5830485P09Rik
1434726_at	0.7229621	3.82E-01	-0.922518	-6.209128	-0.0840725	Catsperd
1434838_at	0.7229621	3.82E-01	0.922501	-6.209143	0.0851845	Kcng2
1420305_at	0.7229621	3.82E-01	-0.922492	-6.209151	-0.0920097	
1439649_at	0.7230487	3.82E-01	-0.922367	-6.209267	-0.1720024	Azin2
1450728_at	0.7230709	3.82E-01	0.92231	-6.209319	0.0828107	Fjx1
1421188_at	0.7230769	3.82E-01	0.922271	-6.209355	0.1697151	Ccr2
1444785_at	0.7231925	3.83E-01	-0.922114	-6.209499	-0.0920893	
1449486_at	0.7232077	3.83E-01	0.922065	-6.209545	0.1120676	Ces1g
1450669_at	0.7232724	3.83E-01	-0.921963	-6.209639	-0.0911629	Map3k11
1445496_at	0.7232824	3.83E-01	-0.92192	-6.209678	-0.0889754	Auh
1436070_at	0.7236131	3.83E-01	0.921531	-6.210036	0.0898533	Glo1
1434215_at	0.7236131	3.83E-01	-0.921499	-6.210066	-0.0767636	B230308N11Rik
1424828_a_at	0.7236729	3.83E-01	-0.921353	-6.2102	-0.0775131	Fh1
1426075_at	0.7236729	3.83E-01	0.921349	-6.210204	0.1283798	Klb
1418169_at	0.7236729	3.83E-01	-0.921337	-6.210215	-0.0800068	Zcchc14
1417204_at	0.7236819	3.83E-01	0.921295	-6.210254	0.0761149	Kdelr2
1457044_at	0.7237487	3.83E-01	0.92119	-6.21035	0.1273992	Macc1
1459135_at	0.7237508	3.83E-01	0.921155	-6.210382	0.1002193	
1450421_at	0.7238798	3.83E-01	0.920984	-6.210539	0.1124322	Tgfa
1419570_at	0.7239915	3.83E-01	0.920831	-6.21068	0.1159955	Slc28a3
1451181_at	0.7240162	3.83E-01	0.920772	-6.210734	0.1590115	Tmem121
1416883_at	0.7240525	3.83E-01	-0.920701	-6.2108	-0.1178014	Clptm1
1420293_at	0.7241769	3.83E-01	-0.920534	-6.210953	-0.0891644	Lpcat1
1421623_at	0.7241769	3.83E-01	0.920502	-6.210983	0.1597354	Il12rb2
1449547_at	0.724192	3.83E-01	-0.920453	-6.211027	-0.0934307	Asb14
1433656_a_at	0.7242693	3.83E-01	0.920337	-6.211134	0.0742474	Gnl3
1441586_at	0.7242793	3.83E-01	0.920273	-6.211193	0.0925605	
1416730_at	0.7242793	3.83E-01	-0.920261	-6.211204	-0.0822328	Rcl1
1441828_at	0.7243391	3.84E-01	-0.920141	-6.211314	-0.0913961	Stard5
1421741_at	0.7243391	3.84E-01	-0.920132	-6.211322	-0.0941514	Cyp3a16
1457574_at	0.7243454	3.84E-01	0.920093	-6.211359	0.124749	Fbxw23///Fbxw25
1434356_a_at	0.7243858	3.84E-01	0.919937	-6.211501	0.1037255	Psma5
1424024_at	0.7243858	3.84E-01	0.919927	-6.211511	0.0807323	Mcfd2
1436525_at	0.7243858	3.84E-01	-0.919914	-6.211522	-0.0800003	Ap3s2
1424557_at	0.7243858	3.84E-01	-0.919892	-6.211543	-0.0920062	Zcchc9
1415841_at	0.7243858	3.84E-01	0.919886	-6.211548	0.0889064	Dync1i2
1435761_at	0.7244326	3.84E-01	-0.919772	-6.211654	-0.0828215	BC100530///Stfa1
1458410_at	0.7244326	3.84E-01	0.919747	-6.211676	0.1383432	Ralgapa1
1449905_at	0.7244326	3.84E-01	0.919738	-6.211684	0.0989944	Clec4f
1422422_at	0.7245024	3.84E-01	-0.919619	-6.211794	-0.1006974	Defa4
1442815_at	0.7245024	3.84E-01	0.919598	-6.211813	0.0928461	
1449002_at	0.7245882	3.84E-01	0.919442	-6.211956	0.1164916	Phlda3
1459258_at	0.7245882	3.84E-01	-0.919441	-6.211957	-0.1387283	
1429996_at	0.7245936	3.84E-01	-0.919402	-6.211993	-0.1303045	6330417A16Rik
1430694_at	0.7247633	3.84E-01	0.919138	-6.212236	0.1028623	
1431379_a_at	0.7247633	3.84E-01	-0.919087	-6.212282	-0.1056913	Slc13a1
1427762_x_at	0.7247633	3.84E-01	0.919046	-6.21232	0.0810057	Hist1h2bp
1420833_at	0.7247633	3.84E-01	0.919023	-6.212341	0.1541162	Vamp2
1423429_at	0.7247633	3.84E-01	0.919019	-6.212344	0.0923979	Rhox5
1456814_at	0.7247633	3.84E-01	0.919008	-6.212354	0.1530008	Rrp7a
1434978_at	0.7247633	3.84E-01	-0.91898	-6.21238	-0.1096509	Fam210a
1443157_at	0.7247633	3.84E-01	0.918925	-6.212431	0.1265143	
1457400_at	0.7247633	3.84E-01	-0.918913	-6.212442	-0.0885982	Snx19
1444587_at	0.7247633	3.84E-01	0.918894	-6.212459	0.1236659	AI481207
1437990_x_at	0.7247727	3.84E-01	0.918848	-6.212501	0.0875791	Hbb-bh1
1445658_at	0.7247727	3.84E-01	-0.918817	-6.21253	-0.1017148	
1442838_at	0.7247727	3.84E-01	0.918775	-6.212568	0.1112645	Gm11691
1436323_at	0.7247727	3.84E-01	0.918754	-6.212588	0.105039	2810001A02Rik
1456571_at	0.7247746	3.84E-01	0.918719	-6.21262	0.1406686	Dcps
1422415_at	0.7248477	3.84E-01	-0.918608	-6.212722	-0.0975362	Ang2
1434714_at	0.7249431	3.84E-01	-0.918473	-6.212846	-0.0832544	Ero1lb
1457888_at	0.7250452	3.84E-01	0.918331	-6.212976	0.0962322	
1420104_at	0.725054	3.84E-01	0.918289	-6.213015	0.101757	
1456354_at	0.7251485	3.85E-01	-0.918129	-6.213161	-0.1183869	Chrna4
1419583_at	0.7251485	3.85E-01	0.918122	-6.213168	0.2113085	Cbx4
1449023_a_at	0.7251488	3.85E-01	-0.918084	-6.213203	-0.0828595	Ezh1
1434085_at	0.7251488	3.85E-01	-0.918029	-6.213253	-0.079845	Zfp523
1445549_at	0.7251488	3.85E-01	0.918024	-6.213257	0.0817594	Robo1
1450858_a_at	0.725172	3.85E-01	-0.917962	-6.213314	-0.0731954	Ube2d3
1434916_at	0.725172	3.85E-01	-0.917909	-6.213363	-0.0937375	Vkorc1l1
1442593_at	0.725172	3.85E-01	-0.917895	-6.213376	-0.073429	Gm4274
1445258_at	0.725172	3.85E-01	-0.917854	-6.213413	-0.1617706	
1424267_at	0.725172	3.85E-01	-0.9178	-6.213463	-0.1267562	1810043G02Rik
1431916_at	0.725172	3.85E-01	0.9178	-6.213463	0.0948609	Hsd3b3
1453919_at	0.725172	3.85E-01	-0.917678	-6.213575	-0.0934477	2610028H24Rik
1425483_at	0.725172	3.85E-01	0.917651	-6.213599	0.1290179	Tox
1446413_at	0.725172	3.85E-01	-0.917616	-6.213632	-0.1486846	4930555G07Rik
1456599_at	0.725172	3.85E-01	-0.917574	-6.21367	-0.2095641	Nxt2
1417994_a_at	0.725172	3.85E-01	0.917546	-6.213696	0.0938617	Asic2
1442541_at	0.725172	3.85E-01	0.917545	-6.213697	0.0885796	Oaz2
1431332_a_at	0.725172	3.85E-01	0.917543	-6.213699	0.0972677	Terf1
1428967_at	0.725172	3.85E-01	-0.917523	-6.213717	-0.0951886	Igf1r
1457661_at	0.725172	3.85E-01	0.917508	-6.213731	0.079727	B930036G03Rik
1450237_at	0.725172	3.85E-01	-0.917455	-6.213779	-0.0783852	Dnase2b
1449196_a_at	0.725172	3.85E-01	-0.917417	-6.213815	-0.07886	Gm8430///Rps27a
1434307_at	0.725172	3.85E-01	-0.917403	-6.213827	-0.0918807	Tmem64
1458941_at	0.725172	3.85E-01	0.917377	-6.213851	0.1671114	Zeb2
1447507_at	0.725172	3.85E-01	-0.917348	-6.213877	-0.0900215	C80406
1443306_at	0.7251784	3.85E-01	0.917309	-6.213913	0.1176085	
1426902_at	0.725189	3.85E-01	0.917265	-6.213954	0.0787489	Coq6
1429775_a_at	0.7252348	3.85E-01	0.917164	-6.214046	0.1104225	Gpr137b-ps///Gpr137b
1449417_at	0.7252348	3.85E-01	-0.917146	-6.214062	-0.1157924	Ambn
1457778_at	0.7252348	3.85E-01	0.917098	-6.214107	0.1246927	Stox2
1435119_at	0.7252348	3.85E-01	0.917085	-6.214119	0.0941659	Gm19439
1431221_at	0.7252348	3.85E-01	-0.917053	-6.214148	-0.0941699	5830405M20Rik
1416475_at	0.7253054	3.85E-01	-0.916945	-6.214247	-0.0969598	Ube2d2a
1443886_at	0.725324	3.85E-01	0.916856	-6.214329	0.1061248	
1423982_at	0.725324	3.85E-01	0.916854	-6.21433	0.111279	Srsf10
1425527_at	0.725324	3.85E-01	0.916827	-6.214355	0.1083699	Prrx1
1450332_s_at	0.7253421	3.85E-01	0.916775	-6.214402	0.0855209	Fmo5
1444382_at	0.7253676	3.85E-01	0.916715	-6.214457	0.0983216	Nupr1l
1427520_a_at	0.7254252	3.85E-01	0.916621	-6.214544	0.0746942	Myh1
1450009_at	0.7255297	3.85E-01	-0.916476	-6.214677	-0.1718751	Ltf
1432854_at	0.7255619	3.85E-01	0.916409	-6.214738	0.0982523	1700018P08Rik
1453461_at	0.7255808	3.85E-01	-0.916349	-6.214793	-0.1206151	Timm10b
1442229_at	0.7255808	3.85E-01	0.916241	-6.214891	0.0946662	Pax9
1420707_a_at	0.7255808	3.85E-01	-0.916231	-6.214901	-0.140619	Traip
1428476_a_at	0.7255808	3.85E-01	-0.916231	-6.214901	-0.0943249	Elac2
1454313_at	0.7255808	3.85E-01	-0.916226	-6.214905	-0.1090577	Egfr
1435513_at	0.725632	3.86E-01	-0.916138	-6.214986	-0.1150746	Htr2c
1456841_at	0.7256619	3.86E-01	0.916074	-6.215045	0.0937452	Gm4961
1459994_x_at	0.7256654	3.86E-01	-0.916023	-6.215091	-0.0826173	Tfr2
1435601_at	0.7256654	3.86E-01	-0.916005	-6.215108	-0.0874778	Phlpp2
1443152_at	0.7258073	3.86E-01	0.915809	-6.215288	0.0969079	Ptcd3
1436162_at	0.7258073	3.86E-01	0.915787	-6.215307	0.1054544	Slc22a30
1429862_at	0.7258362	3.86E-01	0.915724	-6.215365	0.1392592	Pla2g4e
1449603_at	0.7259234	3.86E-01	0.915567	-6.215508	0.0747836	AI594671
1448995_at	0.7259234	3.86E-01	-0.915565	-6.21551	-0.1603474	Pf4
1416316_at	0.7260011	3.86E-01	-0.915449	-6.215616	-0.1158233	Slc27a2
1429930_at	0.7260792	3.86E-01	0.915333	-6.215723	0.0786754	Cfap45
1457079_at	0.7260862	3.86E-01	0.915293	-6.21576	0.0760038	Zfp934
1457194_at	0.7261066	3.86E-01	0.915238	-6.215809	0.1215131	
1430342_at	0.7261313	3.86E-01	0.915179	-6.215863	0.1224517	4930518J20Rik
1420599_at	0.7262239	3.86E-01	0.915047	-6.215984	0.1310894	Gm11554///Gm11569///Krtap4-13
1449647_at	0.7262937	3.86E-01	0.91494	-6.216082	0.1538538	
1418442_at	0.7263183	3.86E-01	-0.914881	-6.216136	-0.0907926	Xpo1
1447581_at	0.7263301	3.86E-01	0.914824	-6.216189	0.0901394	
1420298_at	0.7263301	3.86E-01	-0.914803	-6.216207	-0.0996923	
1422098_at	0.7263628	3.86E-01	-0.914727	-6.216278	-0.0956444	Acvr1b
1428478_at	0.7263628	3.86E-01	0.914698	-6.216304	0.1070344	Reep4
1457128_at	0.7263628	3.86E-01	-0.914671	-6.216329	-0.0949855	Ror2
1434932_at	0.7263787	3.86E-01	0.914575	-6.216416	0.0885722	Adarb1
1438290_x_at	0.7263787	3.86E-01	-0.914526	-6.216461	-0.1140922	Sftpc
1420292_x_at	0.7263787	3.86E-01	-0.914526	-6.216461	-0.0982485	
1419098_at	0.7263787	3.86E-01	0.914524	-6.216463	0.0954802	Stom
1432440_at	0.7263791	3.86E-01	-0.914461	-6.216521	-0.0907317	1700111E14Rik
1453139_at	0.7263791	3.86E-01	-0.914428	-6.21655	-0.1473028	Nudt12
1449382_at	0.7263791	3.86E-01	-0.914425	-6.216554	-0.1383408	Slc6a12
1419929_at	0.7263791	3.86E-01	-0.914393	-6.216583	-0.089132	D15Ertd55e
1419700_a_at	0.7264022	3.86E-01	-0.914287	-6.21668	-0.1636564	Prom1
1456051_at	0.7264022	3.86E-01	0.914266	-6.216699	0.0857024	Drd1
1445068_at	0.7264022	3.86E-01	-0.914173	-6.216784	-0.1650803	Malt1
1444815_at	0.7264022	3.86E-01	-0.914165	-6.216791	-0.0850752	C85328
1429026_at	0.7264022	3.87E-01	-0.914093	-6.216857	-0.1088089	Hexim2
1419831_at	0.7264022	3.87E-01	0.914084	-6.216865	0.1602496	AA416453
1432239_at	0.7264022	3.87E-01	0.91405	-6.216896	0.1015514	1700102J08Rik
1422773_at	0.7264022	3.87E-01	0.914049	-6.216897	0.0871256	Myt1
1416176_at	0.7264022	3.87E-01	0.914035	-6.216909	0.0775734	Gm21596///Hmgb1-ps10///Hmgb1
1433707_at	0.7264022	3.87E-01	0.91398	-6.21696	0.0792101	Gabra4
1441109_at	0.7264022	3.87E-01	-0.913978	-6.216962	-0.081475	5430414B12Rik
1419445_s_at	0.7264022	3.87E-01	0.913965	-6.216973	0.0719307	Sap18b///Sap18
1450425_a_at	0.7264022	3.87E-01	0.913906	-6.217027	0.0820054	Gm9182///2700062C07Rik
1454891_at	0.7264022	3.87E-01	0.913781	-6.217142	0.1146216	Cds2
1420611_at	0.7264022	3.87E-01	0.913738	-6.217181	0.0803366	Prkacb
1424703_at	0.7264022	3.87E-01	0.913644	-6.217267	0.0724233	Hemk1
1437455_a_at	0.7264022	3.87E-01	-0.913628	-6.217282	-0.2012604	Btg1
1437803_at	0.7264022	3.87E-01	-0.913615	-6.217293	-0.1144919	Slbp
1419560_at	0.7264022	3.87E-01	0.913591	-6.217315	0.1265217	Lipc
1452466_a_at	0.7264022	3.87E-01	0.913587	-6.217319	0.0754592	Rbm6
1457911_at	0.7264022	3.87E-01	-0.913583	-6.217323	-0.1643474	A930002I21Rik///Kcna2
1428024_at	0.7264022	3.87E-01	0.913512	-6.217387	0.1026018	Map1lc3b
